,Timestamp,Occurs
0,2015-09,0.047244094488188976
1,2015-08,0.05504587155963303
2,2015-12,0.036101083032490974
3,2015-11,0.03553299492385787
4,2015-01,0.03559870550161812
5,2015-06,0.056338028169014086
6,2015-05,0.019455252918287938
7,2015-10,0.03409090909090909
8,2015-02,0.028391167192429023
9,2015-04,0.04819277108433735
10,2015-07,0.03862660944206009
11,2015-03,0.0243161094224924
12,2010-10,0.058823529411764705
13,2010-01,0.038461538461538464
14,2010-02,0.047619047619047616
15,2010-04,0.047619047619047616
16,2016-03,0.021526418786692758
17,2016-09,0.029341792228390166
18,2016-06,0.025134649910233394
19,2016-08,0.018422567645365574
20,2016-02,0.03154875717017208
21,2016-01,0.02027027027027027
22,2016-10,0.03333333333333333
23,2016-12,0.017135862913096694
24,2016-04,0.02537182852143482
25,2016-11,0.017112299465240642
26,2016-05,0.023190442726633873
27,2016-07,0.012221423436376708
28,2014-04,0.038461538461538464
29,2014-06,0.04017857142857143
30,2014-03,0.04854368932038835
31,2014-11,0.045871559633027525
32,2014-01,0.05844155844155844
33,2014-07,0.05
34,2014-10,0.04304635761589404
35,2014-12,0.027559055118110236
36,2014-02,0.04316546762589928
37,2014-09,0.022641509433962263
38,2014-05,0.04961832061068702
39,2014-08,0.012145748987854251
40,2018-12,0.04
41,2018-09,0.011764705882352941
42,2018-06,0.034482758620689655
43,2018-03,0.0364963503649635
44,2018-02,0.0425531914893617
45,2018-10,0.045871559633027525
46,2018-08,0.0449438202247191
47,2018-04,0.016260162601626018
48,2018-05,0.03669724770642202
49,2018-11,0.01904761904761905
50,2018-07,0.02142857142857143
51,2018-01,0.04891304347826087
52,2012-12,0.06542056074766354
53,2012-10,0.02564102564102564
54,2012-01,0.061855670103092786
55,2012-03,0.024390243902439025
56,2012-04,0.056179775280898875
57,2012-06,0.07407407407407407
58,2012-11,0.09734513274336283
59,2012-07,0.06930693069306931
60,2012-09,0.028169014084507043
61,2012-08,0.020833333333333332
62,2012-05,0.02857142857142857
63,2012-02,0.012195121951219513
64,2017-04,0.013157894736842105
65,2017-02,0.022788203753351208
66,2017-10,0.041025641025641026
67,2017-05,0.012364760432766615
68,2017-01,0.0200845665961945
69,2017-03,0.014193548387096775
70,2017-06,0.019672131147540985
71,2017-09,0.02531645569620253
72,2017-11,0.05789473684210526
73,2017-08,0.05194805194805195
74,2017-07,0.023668639053254437
75,2017-12,0.029411764705882353
76,2020-01,0.11538461538461539
77,2020-10,0.034482758620689655
78,2020-03,0.0425531914893617
79,2020-06,0.07692307692307693
80,2020-07,0.03225806451612903
81,2020-12,0.043478260869565216
82,2020-08,0.037037037037037035
83,2020-04,0.02127659574468085
84,2011-01,0.08771929824561403
85,2011-03,0.04225352112676056
86,2011-04,0.03076923076923077
87,2011-10,0.023255813953488372
88,2011-05,0.04081632653061224
89,2011-08,0.02531645569620253
90,2011-02,0.057692307692307696
91,2011-12,0.0410958904109589
92,2011-09,0.07142857142857142
93,2011-11,0.017699115044247787
94,2013-01,0.06206896551724138
95,2013-11,0.05240174672489083
96,2013-03,0.07926829268292683
97,2013-06,0.056910569105691054
98,2013-08,0.05185185185185185
99,2013-10,0.03608247422680412
100,2013-09,0.031413612565445025
101,2013-02,0.05217391304347826
102,2013-12,0.02066115702479339
103,2013-04,0.047619047619047616
104,2013-05,0.06060606060606061
105,2013-07,0.045627376425855515
106,2019-07,0.05128205128205128
107,2019-01,0.030303030303030304
108,2019-03,0.04132231404958678
109,2019-04,0.0273972602739726
110,2019-09,0.009615384615384616
111,2019-08,0.015625
112,2019-10,0.015384615384615385
113,2019-05,0.034482758620689655
114,2019-06,0.025974025974025976
115,2019-02,0.041666666666666664
116,2019-12,0.02564102564102564
117,2021-05,0.11538461538461539
118,2021-04,0.041666666666666664
119,2021-06,0.11764705882352941
120,2021-03,0.029411764705882353
121,2021-09,0.03125
122,2021-01,0.037037037037037035
123,2021-02,0.038461538461538464
124,2022-11,0.10344827586206896
125,2022-04,0.030927835051546393
126,2022-06,0.04918032786885246
127,2022-08,0.024390243902439025
128,2022-03,0.030303030303030304
129,2022-07,0.017241379310344827
130,2022-12,0.058823529411764705
131,2023-02,0.03571428571428571
